px	py	pz	vx	vy	vz	m	r	g	b
4475.412414055232	4324.064045407889	-447.325666511055	31.30554377870492	-18.30450582045061	-8.619344020026096	0.000386696449987462	109	114	117
-2012.4657570893467	3543.131644497947	948.5432049194208	38.86825639161423	37.87522297310693	-11.133534247123617	0.0008211424247203473	199	179	255
-3360.783542051101	-454.04307511068464	635.5894179246656	-6.87232012700908	64.05752673841029	5.172705346222226	0.0009694908994061782	84	65	138
4352.353844821231	-4060.561400330836	-1609.4007504721255	-32.761471603849145	-18.759071505477486	4.502114264048477	0.0004539261364217959	199	179	255
-3494.591944177124	-11.185336489551645	980.9240666993926	1.5391884127577362	61.49252395448384	8.398024262324993	0.0005069996201433474	199	179	255
-967.1606974633619	-4199.018180219653	9.604666287901921	-46.45790822036894	26.123638057073087	10.083841910853566	0.0005721719617837697	0	0	0
6612.632953222344	-196.02115158287782	-1992.7912609725083	-2.92529435296993	-32.234717671006266	-4.240059328102153	0.0009323481416337108	0	0	0
3644.339298984864	4824.716178089156	-839.9460219400494	34.53607432769723	-12.629693860742302	-11.520729219402655	0.0008582067909770298	109	114	117
-750.7582432061756	4239.719786568714	905.6557949764757	44.52327360716854	27.274910415672824	-10.20991059098203	0.00017060112462164437	84	65	138
-3092.2492271511464	2117.1593217659265	666.8253944138381	24.823436237845577	54.490523595245286	-4.303162675140301	0.000436757817847075	0	0	0
-2938.280028032294	1808.3808601696899	718.0258378638299	26.277061366239447	57.96743629204756	1.4552162679073575	0.0004640004281964263	109	114	117
-2997.6900896094353	2089.602858540245	777.9566979462275	27.92406890905199	53.99145480582886	1.2978889310840065	0.0007890961116487567	84	65	138
5252.4139675438455	-3227.725031849604	-1915.1333791070883	-24.17569810429887	-26.03809528932917	4.88635388439962	0.0006028928826054353	109	114	117
-1137.736570320968	-4281.305180031031	183.08977653200614	-42.96170908638696	27.260110015537734	14.31235222323914	0.000654220462029013	0	0	0
-2649.6547718596826	-2402.700900248244	698.3922774219419	-29.983472622019747	52.89934442222429	12.456349191649393	0.0009981999076656175	109	114	117
-1503.9706435038327	3764.1462576002896	1014.667496393406	42.182803679607204	35.38062189658694	-7.412531681960438	7.496004347001306e-05	84	65	138
2204.1634126976646	-5034.27596436327	-618.772340037704	-41.354343932181926	-4.877387329436999	9.985233745882304	0.000223009823533733	84	65	138
5990.137666741457	-1882.4063972151475	-2230.490130651713	-12.885734802861826	-31.563247548472308	3.2806850627266386	0.0004078959373715469	109	114	117
2540.9282477693687	-4685.89608274751	-1488.1781330268632	-40.41864018860059	-9.93330515044968	10.41362398044045	0.0003477824030488872	84	65	138
6889.418471174103	231.26936165134663	-1932.6581621008863	0.41444316935732733	-30.956958231700654	-2.840226316878788	2.1645561346983586e-05	109	114	117
-2433.9323087204916	-2748.3728713379987	661.3171206309171	-32.86683702855849	49.97216613137421	11.898847916067918	9.177760647117584e-05	84	65	138
6168.87592639125	1752.909454447435	-1814.5800811910913	12.54319161958803	-31.70961622079259	-3.839291168077184	0.0006809532914035762	109	114	117
-531.4045422502229	4574.77859082902	948.8856177140426	43.22450428299847	22.625545741839904	-11.80145877061241	0.0008793244633625607	109	114	117
6068.831985341205	3032.7940683310417	-893.053764241153	19.074648953221327	-26.94468902929481	-5.166784508144713	0.0005142270112659776	109	114	117
-2517.1984654462312	-2467.5633875611175	717.3972669240599	-31.55793989746496	51.989522567570376	15.202706351583444	0.000539191079513633	199	179	255
-1670.7377451790007	-3868.933591490927	-191.98263476496777	-41.927183175534324	32.67118867685814	14.644957894732768	0.0002550934328323794	84	65	138
4807.560951367248	3969.257505138445	-543.3910525491183	29.170526098652925	-21.042881661759427	-10.050510122814483	0.0007678763636337114	0	0	0
-2803.319748221312	2373.436052999356	1221.1402294111356	28.120261666847853	51.73455772371009	-4.8848855865349465	0.0007517945873672564	109	114	117
-3295.6575841803033	806.9469012855236	722.6538691501004	11.504123694322338	63.277227447204766	4.0752122286638714	0.0005883656892176567	199	179	255
-2534.3081650678037	2639.21415350102	979.4126835268904	34.226253521573085	49.30249315361954	1.5990578458461018	0.00021266428651134286	0	0	0
4197.347991150742	4630.668096157126	-616.8775088340927	31.918219781955283	-15.059711544320235	-12.450050479840018	9.701821823708945e-05	109	114	117
-2955.9445352478133	1743.6250464623813	935.1047308771662	24.725500606082267	58.12955607812473	1.1383663348547481	6.42385758571259e-05	0	0	0
320.12602986344905	-4642.891631095804	-765.9462725566724	-46.11485368751073	10.313414107355037	16.691964592355042	0.0005926960666428778	199	179	255
5634.880486723638	2999.86998208097	-1059.1201733918997	19.550051503001928	-28.051228192772374	-9.85706206798694	0.0008250353191428001	0	0	0
5478.911871661076	3610.0482902975673	-1132.5068612776674	22.905101099784538	-23.711224776070054	-10.176234643266945	0.0008583304317809248	109	114	117
-2246.7289045707557	3119.0385136216087	1212.7262009065932	36.462783629919784	43.64074554512433	-6.504798423029362	0.00046362207434344987	0	0	0
6254.485759063296	-2259.06070397149	-1359.8322055976587	-16.379148128059484	-29.112483198919954	1.2616401458049649	0.0007842712993067169	0	0	0
-1905.1649532708698	-3572.1807627389608	475.84734899990076	-40.31404923457057	38.536385558754795	10.785048486326758	0.0009468801963410235	109	114	117
-2027.2846420776773	-3621.183827848154	397.2795820496291	-38.0257829836959	38.88866192646857	12.797955134744255	18000.0	199	179	255
-2248.6748383010076	2929.8459078972564	759.5719725732247	35.85153988317871	47.22092023476908	-11.49785811504412	0.0003979603463807572	199	179	255
-2740.5883995727327	-2111.392150126079	699.1067108088132	-28.367875806371735	56.16403129120757	8.966919008072583	0.0009314789925966805	0	0	0
6618.949710040474	12.520974982406699	-1927.4999239732501	0.6324586543556672	-32.60304108413498	-1.4128913956665468	0.0003382309673172849	84	65	138
-2373.7459777920467	-2877.28789515981	624.0588126000604	-35.19654712916314	47.799108144491036	10.0691899957656	0.0009138762903217962	0	0	0
5497.060134150032	-2657.4018704529617	-2015.5240631482573	-21.167187083528525	-28.82670777568227	3.3975796265185867	0.0009810448622544657	84	65	138
-2727.792386592465	-2704.0623426086795	399.56700548096444	-32.36767524905339	48.210786062392216	11.996530687687496	0.0006618107285744247	0	0	0
3897.7668909933323	-4689.7035876188875	-1222.99240714895	-34.09938472492129	-14.348968309717161	8.079723065873047	0.0008168902895041684	199	179	255
-434.3991267314507	-4381.32415197215	135.5249115054883	-45.75738560448949	21.755930249044436	16.413728858498967	0.0007495455642210852	0	0	0
4552.04535000228	4066.113055355754	-654.6353938720345	30.469386083971386	-20.351729459148657	-10.188593964732778	0.0006995342576155238	0	0	0
5145.403791827093	-3606.6214423859183	-1239.8603746918523	-26.348327366618967	-24.32331007935245	5.180359347400813	0.0003069310729812326	84	65	138
6124.809722705804	2753.2448143068805	-1495.2325165361472	17.673899064071456	-26.51936465175205	-8.635498268609638	5.709433790794371e-05	199	179	255
-3358.017097235611	-960.8891806373524	904.1145601791557	-10.143480610383962	60.13100668279101	13.334265889105541	18000.0	84	65	138
3840.0670362440273	4578.178687000658	-486.3071297500789	35.330127457711406	-14.134506085839686	-10.503289559912083	18000.0	0	0	0
6800.868669392291	54.02726465108947	-2155.353077734681	0.797372975649637	-31.36768512945182	-2.2044528811759756	0.00010252919822780137	109	114	117
-2945.7107929181243	1908.7363243620657	582.6148042255883	26.713684179486314	57.09005870972923	-3.7761087879337065	1.1917982978242099e-05	0	0	0
-1152.6596287951513	4116.954085890938	976.4768357263181	43.539082525241554	29.48596445847335	-9.05629490184999	0.00013969237260293865	0	0	0
-3347.809216613297	306.4343330110403	897.1572236563685	4.346578616550642	63.95435273495074	-0.06587191407698947	0.0007157359264107953	84	65	138
-3148.292262881233	-1663.3864302878555	754.8132272251927	-20.535438862544574	57.98632910445333	7.004948955343626	0.0009727937016564439	109	114	117
6376.653885832067	1508.8289431835203	-1718.8730207910803	9.868307500047093	-31.522738199828108	-6.3133921097975305	0.0009830646996148206	109	114	117
4226.3746049549545	4369.3886653029185	-949.1151181165901	31.704667627594166	-18.347737311839097	-10.467357443657486	0.0004939791491401879	84	65	138
-3140.131416933104	-1175.824170669786	768.793039340673	-13.057769194687518	62.036119354690015	13.276523114949045	0.0008693523009923474	199	179	255
-1801.087715576806	3407.983893215069	572.932484601356	41.56519022129093	40.01916145148547	-11.760379691042802	0.0007368264557515041	109	114	117
-499.46556789523834	-4473.433889280054	-282.1156620650976	-44.80747484529523	19.355413364349527	17.84982881341988	0.0005010402369846034	109	114	117
-2187.5909003305624	-3222.977815347314	428.0046225495606	-37.109702143788994	43.09296242086095	13.894247278412271	0.0005727605329550868	84	65	138
2986.6047666061063	-4702.773067821767	-1506.5934724995311	-37.276541188725965	-11.670310768746186	12.082937674832618	0.00013722714661687112	199	179	255
-1586.1255606697014	-3852.5592145796336	-96.83095268059867	-40.56047027749016	32.54501138263733	19.719465337554546	0.000937661460616592	199	179	255
-3021.085085086046	1772.724841749391	609.1696068393828	24.83645339402574	58.01682279178589	-4.129195352635173	0.0003519297707317768	0	0	0
-2144.6874900286266	-3593.210439377221	589.6020399801047	-37.25656436769584	38.57529029388853	11.907198047270724	0.00044614925645716953	0	0	0
-326.25823471195014	4487.658062506213	359.10318217606346	46.04938344651531	19.63722194830895	-14.291590587052605	0.0006716602309978988	84	65	138
-1194.2350574779289	4066.481129081014	856.480876322966	45.10877106053964	28.891728661433486	-6.233506545606439	0.00033390247152655393	199	179	255
1485.455807275541	-4729.2083035970945	-1015.2497389035025	-45.10613469941331	1.4493933195937254	13.456108671193636	0.0002542591609889305	84	65	138
-3285.3707788957427	1210.7994329269586	1234.7491317965982	16.93710852305411	58.689455626764584	2.010819751406969	0.0006310493932702206	0	0	0
1760.8137534244356	-4922.531824481552	-708.151449471372	-42.805332901823704	-2.8936129628687812	13.418355182682147	2.4984082281849455e-05	84	65	138
2253.470245759674	-4858.278126982306	-1424.0552942193567	-41.28854842537593	-6.6511214784031685	9.386842262844551	0.0007207251120266789	84	65	138
3966.8531796741463	-4200.73789125024	-1527.125271787551	-34.79704440034546	-17.88257944202635	5.933525349285951	0.0005140233698765098	109	114	117
5737.166846835256	-2829.634014936682	-1905.0083388523822	-21.853996107207166	-26.845505286536028	1.5770962280051237	0.0006057537305209344	109	114	117
-3390.393058857225	1215.33574736673	827.6996746674313	15.503649148750757	59.04345756857967	4.77207301212941	0.0006318801592468851	109	114	117
-1488.3795896722797	3636.1512037779617	814.6110058934098	42.49441937170601	37.37057467906546	-10.77522587189406	0.0005270501564925637	0	0	0
-3184.9073153899885	-1613.2508411451504	543.212596277356	-17.955154424683638	58.320408807523016	13.68593640095787	0.000582533777440736	84	65	138
-2506.65464641154	2742.0429551991997	926.3243362914263	35.26654377893386	48.272375923092866	0.8068180182998974	0.0006837882008898746	109	114	117
-2828.3574987136085	-2405.2741550271317	613.3131476630413	-27.14335933435558	50.90098993935605	18.26739317696018	0.0007531188471796742	109	114	117
-1293.3044671852604	-4109.0611716577905	-118.83951655487374	-43.2474566433718	29.363192712520693	14.491569526866483	0.0007274523912861205	109	114	117
-1321.472463918901	-3880.695695533458	174.89618100929744	-43.92818529774658	32.03336926951185	15.061425336158862	0.0008696164577322617	0	0	0
-2326.1010183893986	2706.248886600217	1134.6482912597821	35.58726207735299	49.03564843762643	-4.7842721135859545	0.0001894434331674028	0	0	0
2739.427011689773	4964.349621681961	-83.91880861020547	40.258179784993565	-7.884469765043581	-8.226498607922755	0.0004011479694917976	84	65	138
-3061.921026995397	1528.025286685203	1168.0614775179338	20.469694532726713	58.89544062628048	-2.472431435807251	0.000947796066014457	84	65	138
3426.519371935835	4815.779575878963	-594.5042751355584	36.93661496243744	-12.329166088146465	-7.7213048228227	0.00039659057438632973	84	65	138
4543.434099706434	-4305.992043494688	-1355.674962340347	-31.273506889343583	-18.211409308618357	4.148248048880736	18000.0	109	114	117
-2335.5906348878043	2994.8713709590124	814.0514587745987	36.22591061423542	46.67014446981812	-1.1763492681149263	0.0005254451263621795	199	179	255
3529.47639469719	4558.588029709704	-114.53250452387749	37.089981630957155	-14.74354839053571	-8.965090263768621	0.00010949097255446215	0	0	0
6829.031965141779	1243.2949775485995	-1478.9660524247352	6.675464279787115	-30.2238972719385	-6.9137335365882855	0.00020285323872786524	109	114	117
-2031.4278534828516	-3431.2464833883278	235.5077792827052	-38.75022506799982	38.155220727019376	19.289580063358724	0.0009983187565709567	109	114	117
-2609.0667366075595	-2757.9485503213564	279.86171494207576	-31.681765390612593	48.94828554095334	14.300956155145608	0.000541362638396132	84	65	138
-2057.864409983053	3328.4768881223454	1033.5249026102997	38.97077631714257	41.331728548693235	-5.329116107156709	0.000284058389040429	84	65	138
5953.411504074972	3073.1474389586965	-693.8562426614685	20.365636837819675	-25.85332693025873	-8.17473580761586	0.0009947749545739062	109	114	117
-2831.8235842020063	2202.1768446128403	746.572783257403	28.872770095853145	54.181823934050115	-7.46006483322404	0.0009665589185551431	0	0	0
-1650.875678751342	3856.933433612406	406.2068373838501	42.34092238012041	34.46315948806375	-7.651744484191822	0.00044073904108426354	0	0	0
-1434.2492849379273	-3783.4824570888186	-85.21280467000355	-44.01877405635049	32.40987890943395	16.834682014939208	0.0002604031087879084	109	114	117
-2752.4206431925713	-2556.947814966038	462.0347530571326	-31.742291428241533	50.04016114527534	10.53916288188545	0.00083839963809219	199	179	255
-2227.8421427707444	3177.721244730557	919.3896635731708	36.916919569507826	42.91329332062677	-11.50342389646813	0.0007156207169717858	199	179	255
654.0396412332191	4902.510421726053	715.7371133981607	45.56465252774008	11.383270642779765	-6.564764102538985	0.0006869414350035104	0	0	0
6492.309941878925	-819.6980462895623	-2439.712587507586	-5.573418959211457	-31.826094855050584	-0.9101251653171574	0.0008931137413224724	84	65	138
-3212.334394632763	883.9110975763281	1240.8449424573819	12.558186077824423	61.81479194022449	1.4782193421834997	0.0006894171338713246	199	179	255
-1566.8006991294158	-3949.1943676870255	45.06964363194061	-41.721026278374744	31.391782871080338	16.261049913046442	0.00028379794304154917	199	179	255
3316.435957133563	4926.661290470877	-405.045044817511	36.458385532663485	-10.03415670417171	-11.51216614678062	0.0006938631618757323	84	65	138
-3500.9094266389575	36.52218679246863	796.3207779574946	-0.6001342972447467	62.52255718117961	0.6323899867196181	0.00030581351128366395	199	179	255
6824.289586260545	1642.6857981072947	-1536.3650186725422	8.568154296879172	-29.228142529091027	-6.830417151070238	0.000759238979656995	109	114	117
-3267.3590997791207	-126.46906571595797	682.1005507886616	-1.2052014963367577	66.16731216833305	3.4596671980799436	0.000619747854491566	199	179	255
6371.849678296992	-1931.955514974917	-1930.184762315706	-12.39892848851799	-30.069575337144254	1.666995736007771	7.741155198475059e-05	84	65	138
-2789.8355117340093	2256.908849913989	1410.1341465867315	27.89720997061779	52.43312881354148	-1.2213396595501858	0.000512835362435142	109	114	117
6510.769650431642	2198.694058369591	-1314.865135007851	12.886620903021695	-28.841047269582788	-5.717318176625474	0.00034330096919574097	199	179	255
6602.829226173396	1987.1237250075992	-1129.6541523673147	11.124438200913465	-29.80962040662588	-5.884806936711478	0.0003285706327322943	0	0	0
-2735.548868155591	2110.826869221743	1283.7977561103305	27.14542538602561	55.194457918630846	-1.7329413619938283	0.0006022563023772573	109	114	117
2634.3531913107167	5138.527387503168	-117.31978982904059	39.52358699061295	-4.892954410661335	-10.571483128442152	0.0003223248244694249	109	114	117
6915.39642433381	638.0565888214917	-1193.2510765839834	4.320786255665638	-31.012943001407855	-5.530120181771972	0.0007768937482048727	0	0	0
552.279214317811	-4636.630240719247	-486.05232138285265	-46.682971424937854	10.370089632285866	15.978695447456078	7.079143601117442e-05	0	0	0
-3254.4308471638096	953.6330294274277	954.9478127043673	13.078517330493824	62.11221887837826	-2.1060093013945664	0.0006603882523958254	199	179	255
-1201.2470923917656	3888.082229188809	1070.43936853176	42.58391979699804	34.497060606931164	-8.492793829171504	0.0008091948036567413	199	179	255
4853.919057576723	-3831.0697378241757	-1541.7584672404364	-27.99665928990179	-22.48100513083118	5.237881185793378	0.0006728316899204301	84	65	138
4207.07874666581	4444.479687631508	-1376.036122012231	30.947088700926628	-17.937206999591442	-10.620251876233224	0.0004972291950199958	84	65	138
6244.88497364223	-1398.0286002081666	-2550.2209357035895	-11.86998819325273	-30.79240393901057	-1.0490453722893514	0.0009503070137361811	109	114	117
-1778.6388738645364	3661.1773669376407	1128.0718930239893	39.05681042286137	37.97972065655851	-8.787521331916166	0.00029993848979806357	0	0	0
4335.972898633831	-4255.012882898941	-1306.6490792680515	-30.791175291763505	-20.184665157168883	7.101766761579385	1.9167887524977774e-05	0	0	0
-2818.304061697112	-2110.824902729903	468.03878262819677	-25.276958358807025	55.59590871437749	16.72358876211164	0.0004319893714634409	84	65	138
2351.0905912111257	-4862.002886914848	-1259.5545059189408	-40.65720810011245	-6.806908581906801	11.077471480975495	3.301193590032725e-05	109	114	117
6805.963483385249	-650.1440905309476	-2057.2127646307813	-4.484688169343869	-30.97304670374184	0.7331259329819736	0.0009539367525264087	109	114	117
-1251.753097576764	4069.0672076097467	895.0819143148406	42.97020505965694	31.25945940058093	-7.543621965516474	0.00020991804574805152	84	65	138
6519.803701858578	-1040.183861135603	-1930.5036229041884	-9.075641499077754	-31.602834742474684	-0.5062470663276759	0.0007889270239488795	84	65	138
-2629.513577789179	2591.710013955942	711.4687592399799	33.94096163515426	49.998776140146944	-3.2969269426069396	0.0007745720831743649	84	65	138
-2792.7738055525315	2242.6274044220904	1115.9325009507593	28.35904307862956	53.52415723502455	-1.2174012459222188	0.00021772889968293355	199	179	255
-1832.3606078238477	3546.0707266703166	500.3813371286433	42.541155792962655	37.635594327931784	-7.1561464064110245	18000.0	109	114	117
-3495.006001991567	-953.7677484610527	938.9578406138362	-10.575128036414315	59.3195430923466	6.652132687678833	4.807896848645021e-05	109	114	117
3225.8264865467936	4763.886209932471	-752.1648627577185	36.484758001311924	-12.08655253058489	-13.553785393216282	0.0004835745857038675	109	114	117
-3155.736426888012	-1183.017481624382	913.103690916605	-14.012734308983257	61.71457329150834	10.078253100281124	1.4647127272486736e-05	84	65	138
-3224.7972895249727	-1316.3208972243474	949.6992905932112	-16.13995650230958	59.232559967920785	11.927869646626906	0.0009211438801808418	84	65	138
342.3467393332811	-4926.890998286237	-246.1956686863797	-44.17470368268756	9.386337869196408	15.686312314344853	0.0009760860241995717	84	65	138
3126.132784800992	-4586.723443347995	-1021.4939772803173	-39.12375642037266	-11.792222106349314	9.663166512010134	0.00022228276663858527	84	65	138
-3330.0464365330854	1180.467415088066	891.0843889854718	15.552523644445476	59.85523942303192	1.4724564161038696	0.0002081060345963728	0	0	0
-1111.2181446865277	4171.169797481347	386.2604420637718	45.80534265941461	27.123081193853896	-7.573732945497666	0.0007537201765621296	84	65	138
20.183804625220546	4697.859744918772	100.89181146130632	47.17695632440626	14.883148148066796	-9.284310771438905	0.0002533793988293345	199	179	255
1919.8041583494044	4998.378818300228	157.17904656383865	43.423479184781726	-1.3322588224953276	-9.293291568593196	0.0008950765591618449	0	0	0
6089.349685949842	2816.897829764682	-1177.3031625749918	17.176017654962838	-27.07377031746037	-8.847169966014278	0.0005739291361229823	0	0	0
-1882.7293681116714	3502.6181310695692	503.0935394139331	42.00454861458164	38.41173192789559	-7.7176873005891515	0.00035077762301031216	84	65	138
-317.0897261638787	4577.659998424519	207.00047009541507	46.78659279990932	17.961508497163372	-10.092421675056272	0.0008326937463494201	109	114	117
6804.766950910191	-1514.555771017555	-1371.77602717	-10.001297085889009	-30.00443521079782	1.5171499609241177	0.0004934067004133952	84	65	138
-3118.2144049619246	-1245.94674423007	712.4382469025162	-16.601891612917406	62.487719379014266	6.283416056611343	0.0009116329137084755	109	114	117
-2500.995526394968	3174.179403234107	846.3984247307037	35.75789887034062	43.124595111861304	-1.3846020644675796	0.0009280142367293809	84	65	138
